time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__14-54-47_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': 3.1375632286071777; 'x': 0.012449625879526138; 'z': 0.012054809369146824},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401323; 'x': 41.5194375; 'z': 0.22},{'y': -0.07; 'x': 0.0; 'z': 0.0},179,ALT_HOLD
2017_07_18__14-54-52_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.1412158012390137; 'x': 0.010371895506978035; 'z': 0.010410956107079983},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401323; 'x': 41.5194319; 'z': 0.25},{'y': -0.01; 'x': -0.01; 'z': 0.02},180,ALT_HOLD
2017_07_18__14-54-53_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.1412158012390137; 'x': 0.010371895506978035; 'z': 0.010410956107079983},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401323; 'x': 41.5194319; 'z': 0.25},{'y': -0.01; 'x': -0.01; 'z': 0.02},180,ALT_HOLD
2017_07_18__14-54-53_180,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.1412158012390137; 'x': 0.010371895506978035; 'z': 0.010410956107079983},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401323; 'x': 41.5194319; 'z': 0.25},{'y': -0.01; 'x': -0.01; 'z': 0.02},180,ALT_HOLD
2017_07_18__14-54-53_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.1412158012390137; 'x': 0.010371895506978035; 'z': 0.010410956107079983},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401323; 'x': 41.5194319; 'z': 0.25},{'y': -0.01; 'x': -0.01; 'z': 0.02},180,ALT_HOLD
2017_07_18__14-54-53_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.1412158012390137; 'x': 0.010371895506978035; 'z': 0.010410956107079983},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401323; 'x': 41.5194319; 'z': 0.25},{'y': -0.01; 'x': -0.01; 'z': 0.02},180,ALT_HOLD
2017_07_18__14-54-53_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.1412158012390137; 'x': 0.010371895506978035; 'z': 0.010410956107079983},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401323; 'x': 41.5194319; 'z': 0.25},{'y': -0.01; 'x': -0.01; 'z': 0.02},180,ALT_HOLD
2017_07_18__14-54-53_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.1412158012390137; 'x': 0.010371895506978035; 'z': 0.010410956107079983},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401323; 'x': 41.5194319; 'z': 0.25},{'y': -0.01; 'x': -0.01; 'z': 0.02},180,ALT_HOLD
2017_07_18__14-54-53_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.1412158012390137; 'x': 0.010371895506978035; 'z': 0.010410956107079983},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401323; 'x': 41.5194319; 'z': 0.25},{'y': -0.01; 'x': -0.01; 'z': 0.02},180,ALT_HOLD
2017_07_18__14-54-53_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.1412158012390137; 'x': 0.010371895506978035; 'z': 0.010410956107079983},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401324; 'x': 41.5194315; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-53_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.1412158012390137; 'x': 0.010371895506978035; 'z': 0.010410956107079983},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401324; 'x': 41.5194315; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-53_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.1412158012390137; 'x': 0.010371895506978035; 'z': 0.010410956107079983},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401324; 'x': 41.5194315; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-54_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.1412158012390137; 'x': 0.010371895506978035; 'z': 0.010410956107079983},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401324; 'x': 41.5194315; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-54_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.1412158012390137; 'x': 0.010371895506978035; 'z': 0.010410956107079983},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401324; 'x': 41.5194315; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-54_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.1412158012390137; 'x': 0.010371895506978035; 'z': 0.010410956107079983},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401324; 'x': 41.5194315; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-54_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.1412158012390137; 'x': 0.010371895506978035; 'z': 0.010410956107079983},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401324; 'x': 41.5194315; 'z': 0.25},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-54_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.130384042859,{'y': -3.140812873840332; 'x': 0.010441683232784271; 'z': 0.01070194412022829},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.130384042859,PHYS_2,{'y': -86.2401327; 'x': 41.5194312; 'z': 0.25},{'y': -0.03; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-54_580,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -3.140812873840332; 'x': 0.010441683232784271; 'z': 0.01070194412022829},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401327; 'x': 41.5194312; 'z': 0.25},{'y': -0.03; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-54_680,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -3.140812873840332; 'x': 0.010441683232784271; 'z': 0.01070194412022829},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401327; 'x': 41.5194312; 'z': 0.25},{'y': -0.03; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-54_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -3.140812873840332; 'x': 0.010441683232784271; 'z': 0.01070194412022829},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401327; 'x': 41.5194312; 'z': 0.25},{'y': -0.03; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-54_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -3.140812873840332; 'x': 0.010441683232784271; 'z': 0.01070194412022829},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401327; 'x': 41.5194308; 'z': 0.26},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-54_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1406660079956055; 'x': 0.0102285947650671; 'z': 0.010562553070485592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401327; 'x': 41.5194308; 'z': 0.26},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-55_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1406660079956055; 'x': 0.0102285947650671; 'z': 0.010562553070485592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401327; 'x': 41.5194308; 'z': 0.26},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-55_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1406660079956055; 'x': 0.0102285947650671; 'z': 0.010562553070485592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401327; 'x': 41.5194308; 'z': 0.26},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-55_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1406660079956055; 'x': 0.0102285947650671; 'z': 0.010562553070485592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401327; 'x': 41.5194308; 'z': 0.26},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-55_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1406660079956055; 'x': 0.0102285947650671; 'z': 0.010562553070485592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401327; 'x': 41.5194308; 'z': 0.26},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-55_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1406660079956055; 'x': 0.0102285947650671; 'z': 0.010562553070485592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401327; 'x': 41.5194308; 'z': 0.26},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-55_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1406660079956055; 'x': 0.0102285947650671; 'z': 0.010562553070485592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401327; 'x': 41.5194308; 'z': 0.26},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-55_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1406660079956055; 'x': 0.0102285947650671; 'z': 0.010562553070485592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401327; 'x': 41.5194308; 'z': 0.26},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-55_780,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1406660079956055; 'x': 0.0102285947650671; 'z': 0.010562553070485592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401327; 'x': 41.5194308; 'z': 0.26},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-55_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1406660079956055; 'x': 0.0102285947650671; 'z': 0.010562553070485592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401327; 'x': 41.5194308; 'z': 0.26},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-55_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1406660079956055; 'x': 0.0102285947650671; 'z': 0.010562553070485592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401327; 'x': 41.5194308; 'z': 0.26},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-56_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1406660079956055; 'x': 0.0102285947650671; 'z': 0.010562553070485592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401327; 'x': 41.5194308; 'z': 0.26},{'y': -0.02; 'x': 0.0; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-56_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1406660079956055; 'x': 0.0102285947650671; 'z': 0.010562553070485592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401326; 'x': 41.5194298; 'z': 0.25},{'y': -0.02; 'x': -0.02; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-56_280,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1406660079956055; 'x': 0.0102285947650671; 'z': 0.010562553070485592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401326; 'x': 41.5194298; 'z': 0.25},{'y': -0.02; 'x': -0.02; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-56_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1406660079956055; 'x': 0.0102285947650671; 'z': 0.010562553070485592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401326; 'x': 41.5194298; 'z': 0.25},{'y': -0.02; 'x': -0.02; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-56_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1402087211608887; 'x': 0.00951741635799408; 'z': 0.010465617291629314},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401326; 'x': 41.5194298; 'z': 0.25},{'y': -0.02; 'x': -0.02; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-56_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.263058930635,{'y': -3.1402087211608887; 'x': 0.00951741635799408; 'z': 0.010465617291629314},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.263058930635,PHYS_2,{'y': -86.2401326; 'x': 41.5194298; 'z': 0.25},{'y': -0.02; 'x': -0.02; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-56_680,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.263058930635,{'y': -3.1402087211608887; 'x': 0.00951741635799408; 'z': 0.010465617291629314},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.263058930635,PHYS_2,{'y': -86.2401326; 'x': 41.5194298; 'z': 0.25},{'y': -0.02; 'x': -0.02; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-56_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.263058930635,{'y': -3.1402087211608887; 'x': 0.00951741635799408; 'z': 0.010465617291629314},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.263058930635,PHYS_2,{'y': -86.2401326; 'x': 41.5194298; 'z': 0.25},{'y': -0.02; 'x': -0.02; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-56_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.263058930635,{'y': -3.139983654022217; 'x': 0.009655239060521126; 'z': 0.01032124925404787},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.263058930635,PHYS_2,{'y': -86.2401326; 'x': 41.5194298; 'z': 0.25},{'y': -0.02; 'x': -0.02; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-56_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.139983654022217; 'x': 0.009655239060521126; 'z': 0.01032124925404787},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401326; 'x': 41.5194298; 'z': 0.25},{'y': -0.02; 'x': -0.02; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-57_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.139983654022217; 'x': 0.009655239060521126; 'z': 0.01032124925404787},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401326; 'x': 41.5194298; 'z': 0.25},{'y': -0.02; 'x': -0.02; 'z': 0.03},180,ALT_HOLD
2017_07_18__14-54-57_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.139718532562256; 'x': 0.009481998160481453; 'z': 0.010291134007275105},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401324; 'x': 41.5194294; 'z': 0.21},{'y': -0.02; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-57_280,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -3.139718532562256; 'x': 0.009481998160481453; 'z': 0.010291134007275105},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401324; 'x': 41.5194294; 'z': 0.21},{'y': -0.02; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-57_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -3.139718532562256; 'x': 0.009481998160481453; 'z': 0.010291134007275105},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401324; 'x': 41.5194294; 'z': 0.21},{'y': -0.02; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-57_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -3.139718532562256; 'x': 0.009481998160481453; 'z': 0.010291134007275105},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401324; 'x': 41.5194294; 'z': 0.21},{'y': -0.02; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-57_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.1395316123962402; 'x': 0.009453032165765762; 'z': 0.010290323756635189},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401324; 'x': 41.5194294; 'z': 0.21},{'y': -0.02; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-57_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.1395316123962402; 'x': 0.009453032165765762; 'z': 0.010290323756635189},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401324; 'x': 41.5194294; 'z': 0.21},{'y': -0.02; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-57_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.1395316123962402; 'x': 0.009453032165765762; 'z': 0.010290323756635189},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401324; 'x': 41.5194294; 'z': 0.21},{'y': -0.02; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-57_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.1395316123962402; 'x': 0.009453032165765762; 'z': 0.010290323756635189},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401324; 'x': 41.5194294; 'z': 0.21},{'y': -0.02; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-57_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.1395316123962402; 'x': 0.009453032165765762; 'z': 0.010290323756635189},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401324; 'x': 41.5194294; 'z': 0.21},{'y': -0.02; 'x': -0.01; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-58_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.1395316123962402; 'x': 0.009453032165765762; 'z': 0.010290323756635189},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.240132; 'x': 41.5194287; 'z': 0.21},{'y': -0.01; 'x': -0.02; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-58_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.1395316123962402; 'x': 0.009453032165765762; 'z': 0.010290323756635189},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.240132; 'x': 41.5194287; 'z': 0.21},{'y': -0.01; 'x': -0.02; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-58_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.129999995232,{'y': -3.1392974853515625; 'x': 0.009052872657775879; 'z': 0.010258226655423641},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.129999995232,PHYS_2,{'y': -86.240132; 'x': 41.5194287; 'z': 0.21},{'y': -0.01; 'x': -0.02; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-58_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.129999995232,{'y': -3.1392974853515625; 'x': 0.009052872657775879; 'z': 0.010258226655423641},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.129999995232,PHYS_2,{'y': -86.240132; 'x': 41.5194287; 'z': 0.21},{'y': -0.01; 'x': -0.02; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-58_480,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.129999995232,{'y': -3.1392974853515625; 'x': 0.009052872657775879; 'z': 0.010258226655423641},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.129999995232,PHYS_2,{'y': -86.240132; 'x': 41.5194287; 'z': 0.21},{'y': -0.01; 'x': -0.02; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-58_580,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.129999995232,{'y': -3.1392974853515625; 'x': 0.009052872657775879; 'z': 0.010258226655423641},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.129999995232,PHYS_2,{'y': -86.240132; 'x': 41.5194287; 'z': 0.21},{'y': -0.01; 'x': -0.02; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-58_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.129999995232,{'y': -3.1392974853515625; 'x': 0.009052872657775879; 'z': 0.010258226655423641},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.129999995232,PHYS_2,{'y': -86.2401317; 'x': 41.5194283; 'z': 0.22},{'y': -0.01; 'x': -0.03; 'z': 0.01},180,ALT_HOLD
2017_07_18__14-54-58_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.129999995232,{'y': -3.1390480995178223; 'x': 0.008914398029446602; 'z': 0.010174109600484371},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.129999995232,PHYS_2,{'y': -86.2401317; 'x': 41.5194283; 'z': 0.22},{'y': -0.01; 'x': -0.03; 'z': 0.01},180,ALT_HOLD
