time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-20-49_980,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.104403063655,{'y': -2.980163812637329; 'x': 0.023528529331088066; 'z': 0.0005901278927922249},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.104403063655,PHYS_2,{'y': -86.2401238; 'x': 41.5194205; 'z': 1.44},{'y': 0.02; 'x': 0.1; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-20-55_880,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0894427150488,{'y': -2.9734950065612793; 'x': 0.02128974162042141; 'z': 0.001020980067551136},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0894427150488,PHYS_2,{'y': -86.2401252; 'x': 41.5194168; 'z': 1.41},{'y': 0.0; 'x': 0.1; 'z': -0.01},189,ALT_HOLD
2017_07_18__15-20-55_980,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.592030405998,{'y': -2.9736878871917725; 'x': 0.022060034796595573; 'z': 0.0011342233046889305},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.592030405998,PHYS_2,{'y': -86.2401252; 'x': 41.5194168; 'z': 1.41},{'y': 0.0; 'x': 0.1; 'z': -0.01},189,ALT_HOLD
2017_07_18__15-20-56_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.592030405998,{'y': -2.9736878871917725; 'x': 0.022060034796595573; 'z': 0.0011342233046889305},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.592030405998,PHYS_2,{'y': -86.2401252; 'x': 41.5194168; 'z': 1.41},{'y': 0.0; 'x': 0.1; 'z': -0.01},189,ALT_HOLD
2017_07_18__15-20-56_180,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.592030405998,{'y': -2.9736878871917725; 'x': 0.022060034796595573; 'z': 0.0011342233046889305},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.592030405998,PHYS_2,{'y': -86.2401252; 'x': 41.5194168; 'z': 1.41},{'y': 0.0; 'x': 0.1; 'z': -0.01},189,ALT_HOLD
2017_07_18__15-20-56_280,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.592030405998,{'y': -2.9736878871917725; 'x': 0.022060034796595573; 'z': 0.0011342233046889305},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.592030405998,PHYS_2,{'y': -86.2401252; 'x': 41.5194168; 'z': 1.41},{'y': 0.0; 'x': 0.1; 'z': -0.01},189,ALT_HOLD
2017_07_18__15-20-56_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.592030405998,{'y': -2.9736878871917725; 'x': 0.022060034796595573; 'z': 0.0011342233046889305},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.592030405998,PHYS_2,{'y': -86.2401252; 'x': 41.5194168; 'z': 1.41},{'y': 0.0; 'x': 0.1; 'z': -0.01},189,ALT_HOLD
2017_07_18__15-20-56_480,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.592030405998,{'y': -2.9736878871917725; 'x': 0.022060034796595573; 'z': 0.0011342233046889305},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.592030405998,PHYS_2,{'y': -86.2401252; 'x': 41.5194168; 'z': 1.41},{'y': 0.0; 'x': 0.1; 'z': -0.01},189,ALT_HOLD
2017_07_18__15-20-56_580,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.592030405998,{'y': -2.9736878871917725; 'x': 0.022060034796595573; 'z': 0.0011342233046889305},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.592030405998,PHYS_2,{'y': -86.2401252; 'x': 41.5194168; 'z': 1.41},{'y': 0.0; 'x': 0.1; 'z': -0.01},189,ALT_HOLD
2017_07_18__15-20-56_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.592030405998,{'y': -2.9736878871917725; 'x': 0.022060034796595573; 'z': 0.0011342233046889305},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.592030405998,PHYS_2,{'y': -86.2401252; 'x': 41.5194168; 'z': 1.41},{'y': 0.0; 'x': 0.1; 'z': -0.01},189,ALT_HOLD
2017_07_18__15-20-56_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.592030405998,{'y': -2.9736878871917725; 'x': 0.022060034796595573; 'z': 0.0011342233046889305},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.592030405998,PHYS_2,{'y': -86.2401244; 'x': 41.5194158; 'z': 1.43},{'y': 0.02; 'x': 0.04; 'z': -0.01},189,ALT_HOLD
2017_07_18__15-20-56_880,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.162788212299,{'y': -2.973817825317383; 'x': 0.020882384851574898; 'z': 0.0005070967599749565},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.162788212299,PHYS_2,{'y': -86.2401244; 'x': 41.5194158; 'z': 1.43},{'y': 0.02; 'x': 0.04; 'z': -0.01},189,ALT_HOLD
2017_07_18__15-20-56_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.162788212299,{'y': -2.973817825317383; 'x': 0.020882384851574898; 'z': 0.0005070967599749565},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.162788212299,PHYS_2,{'y': -86.2401244; 'x': 41.5194158; 'z': 1.43},{'y': 0.02; 'x': 0.04; 'z': -0.01},189,ALT_HOLD
2017_07_18__15-20-57_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.162788212299,{'y': -2.973817825317383; 'x': 0.020882384851574898; 'z': 0.0005070967599749565},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.162788212299,PHYS_2,{'y': -86.2401244; 'x': 41.5194158; 'z': 1.43},{'y': 0.02; 'x': 0.04; 'z': -0.01},189,ALT_HOLD
2017_07_18__15-20-57_180,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.162788212299,{'y': -2.973817825317383; 'x': 0.020882384851574898; 'z': 0.0005070967599749565},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.162788212299,PHYS_2,{'y': -86.2401244; 'x': 41.5194158; 'z': 1.43},{'y': 0.02; 'x': 0.04; 'z': -0.01},189,ALT_HOLD
2017_07_18__15-20-57_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.162788212299,{'y': -2.973817825317383; 'x': 0.020882384851574898; 'z': 0.0005070967599749565},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.162788212299,PHYS_2,{'y': -86.2401244; 'x': 41.5194158; 'z': 1.43},{'y': 0.02; 'x': 0.04; 'z': -0.01},189,ALT_HOLD
2017_07_18__15-20-57_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.162788212299,{'y': -2.973817825317383; 'x': 0.020882384851574898; 'z': 0.0005070967599749565},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.162788212299,PHYS_2,{'y': -86.2401238; 'x': 41.5194161; 'z': 1.44},{'y': 0.02; 'x': 0.08; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-57_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.162788212299,{'y': -2.973817825317383; 'x': 0.020882384851574898; 'z': 0.0005070967599749565},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.162788212299,PHYS_2,{'y': -86.2401238; 'x': 41.5194161; 'z': 1.44},{'y': 0.02; 'x': 0.08; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-57_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -2.9738500118255615; 'x': 0.02191549725830555; 'z': 0.000917825847864151},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401238; 'x': 41.5194161; 'z': 1.44},{'y': 0.02; 'x': 0.08; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-57_680,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -2.9738500118255615; 'x': 0.02191549725830555; 'z': 0.000917825847864151},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401238; 'x': 41.5194161; 'z': 1.44},{'y': 0.02; 'x': 0.08; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-57_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -2.9738500118255615; 'x': 0.02191549725830555; 'z': 0.000917825847864151},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401238; 'x': 41.5194161; 'z': 1.44},{'y': 0.02; 'x': 0.08; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-57_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -2.9738500118255615; 'x': 0.02191549725830555; 'z': 0.000917825847864151},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401238; 'x': 41.5194161; 'z': 1.44},{'y': 0.02; 'x': 0.08; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-57_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -2.9738500118255615; 'x': 0.02191549725830555; 'z': 0.000917825847864151},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401238; 'x': 41.5194161; 'z': 1.44},{'y': 0.02; 'x': 0.08; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-58_080,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -2.9738500118255615; 'x': 0.02191549725830555; 'z': 0.000917825847864151},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401238; 'x': 41.5194161; 'z': 1.44},{'y': 0.02; 'x': 0.08; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-58_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -2.9738500118255615; 'x': 0.02191549725830555; 'z': 0.000917825847864151},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401231; 'x': 41.5194163; 'z': 1.45},{'y': 0.03; 'x': 0.09; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-58_280,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -2.97393798828125; 'x': 0.02199283055961132; 'z': 0.0008186139166355133},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401231; 'x': 41.5194163; 'z': 1.45},{'y': 0.03; 'x': 0.09; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-58_380,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -2.97393798828125; 'x': 0.02199283055961132; 'z': 0.0008186139166355133},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401231; 'x': 41.5194163; 'z': 1.45},{'y': 0.03; 'x': 0.09; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-58_480,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -2.97393798828125; 'x': 0.02199283055961132; 'z': 0.0008186139166355133},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401231; 'x': 41.5194163; 'z': 1.45},{'y': 0.03; 'x': 0.09; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-58_580,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -2.97393798828125; 'x': 0.02199283055961132; 'z': 0.0008186139166355133},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401231; 'x': 41.5194163; 'z': 1.45},{'y': 0.03; 'x': 0.09; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-58_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -2.97393798828125; 'x': 0.02199283055961132; 'z': 0.0008186139166355133},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401231; 'x': 41.5194163; 'z': 1.45},{'y': 0.03; 'x': 0.09; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-58_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -2.97393798828125; 'x': 0.02199283055961132; 'z': 0.0008186139166355133},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.240122; 'x': 41.5194166; 'z': 1.45},{'y': 0.05; 'x': 0.11; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-58_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -2.97393798828125; 'x': 0.02199283055961132; 'z': 0.0008186139166355133},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.240122; 'x': 41.5194166; 'z': 1.45},{'y': 0.05; 'x': 0.11; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-58_980,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.97407603263855; 'x': 0.022406982257962227; 'z': 0.0005277227610349655},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.240122; 'x': 41.5194166; 'z': 1.45},{'y': 0.05; 'x': 0.11; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-59_080,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.97407603263855; 'x': 0.022406982257962227; 'z': 0.0005277227610349655},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.240122; 'x': 41.5194166; 'z': 1.45},{'y': 0.05; 'x': 0.11; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-59_182,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.97407603263855; 'x': 0.022406982257962227; 'z': 0.0005277227610349655},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.240122; 'x': 41.5194166; 'z': 1.45},{'y': 0.05; 'x': 0.11; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-59_280,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.97407603263855; 'x': 0.022406982257962227; 'z': 0.0005277227610349655},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.240122; 'x': 41.5194166; 'z': 1.45},{'y': 0.05; 'x': 0.11; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-59_380,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.97407603263855; 'x': 0.022406982257962227; 'z': 0.0005277227610349655},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401212; 'x': 41.5194169; 'z': 1.44},{'y': 0.06; 'x': 0.12; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-59_480,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.9740476608276367; 'x': 0.022464511916041374; 'z': 0.0007012356072664261},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401212; 'x': 41.5194169; 'z': 1.44},{'y': 0.06; 'x': 0.12; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-59_580,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.9740476608276367; 'x': 0.022464511916041374; 'z': 0.0007012356072664261},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401212; 'x': 41.5194169; 'z': 1.44},{'y': 0.06; 'x': 0.12; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-59_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -2.9740476608276367; 'x': 0.022464511916041374; 'z': 0.0007012356072664261},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401212; 'x': 41.5194169; 'z': 1.44},{'y': 0.06; 'x': 0.12; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-59_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -2.9740476608276367; 'x': 0.022464511916041374; 'z': 0.0007012356072664261},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401212; 'x': 41.5194169; 'z': 1.44},{'y': 0.06; 'x': 0.12; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-59_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -2.9740476608276367; 'x': 0.022464511916041374; 'z': 0.0007012356072664261},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401212; 'x': 41.5194169; 'z': 1.44},{'y': 0.06; 'x': 0.12; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-20-59_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -2.9740476608276367; 'x': 0.022464511916041374; 'z': 0.0007012356072664261},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401206; 'x': 41.5194171; 'z': 1.44},{'y': 0.06; 'x': 0.13; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-00_080,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.537587165833,{'y': -2.9741058349609375; 'x': 0.02246149815618992; 'z': 0.0009059319272637367},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.537587165833,PHYS_2,{'y': -86.2401206; 'x': 41.5194171; 'z': 1.44},{'y': 0.06; 'x': 0.13; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-00_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.537587165833,{'y': -2.9741058349609375; 'x': 0.02246149815618992; 'z': 0.0009059319272637367},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.537587165833,PHYS_2,{'y': -86.2401206; 'x': 41.5194171; 'z': 1.44},{'y': 0.06; 'x': 0.13; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-00_280,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.537587165833,{'y': -2.9741058349609375; 'x': 0.02246149815618992; 'z': 0.0009059319272637367},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.537587165833,PHYS_2,{'y': -86.24012; 'x': 41.5194178; 'z': 1.45},{'y': 0.06; 'x': 0.17; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-00_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.537587165833,{'y': -2.9742050170898438; 'x': 0.023321757093071938; 'z': 0.0012228628620505333},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.537587165833,PHYS_2,{'y': -86.24012; 'x': 41.5194178; 'z': 1.45},{'y': 0.06; 'x': 0.17; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-00_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.537587165833,{'y': -2.9742050170898438; 'x': 0.023321757093071938; 'z': 0.0012228628620505333},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.537587165833,PHYS_2,{'y': -86.24012; 'x': 41.5194178; 'z': 1.45},{'y': 0.06; 'x': 0.17; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-00_580,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -2.9742050170898438; 'x': 0.023321757093071938; 'z': 0.0012228628620505333},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.24012; 'x': 41.5194178; 'z': 1.45},{'y': 0.06; 'x': 0.17; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-00_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -2.9742050170898438; 'x': 0.023321757093071938; 'z': 0.0012228628620505333},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.24012; 'x': 41.5194178; 'z': 1.45},{'y': 0.06; 'x': 0.17; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-00_780,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -2.9742050170898438; 'x': 0.023321757093071938; 'z': 0.0012228628620505333},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.24012; 'x': 41.5194178; 'z': 1.45},{'y': 0.06; 'x': 0.17; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-00_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -2.9742050170898438; 'x': 0.023321757093071938; 'z': 0.0012228628620505333},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.24012; 'x': 41.5194178; 'z': 1.45},{'y': 0.06; 'x': 0.17; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-00_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -2.9742116928100586; 'x': 0.02297464944422245; 'z': 0.0016796989366412163},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.24012; 'x': 41.5194178; 'z': 1.45},{'y': 0.06; 'x': 0.17; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-01_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -2.9742116928100586; 'x': 0.02297464944422245; 'z': 0.0016796989366412163},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.24012; 'x': 41.5194178; 'z': 1.45},{'y': 0.06; 'x': 0.17; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-01_180,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -2.9742116928100586; 'x': 0.02297464944422245; 'z': 0.0016796989366412163},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.24012; 'x': 41.5194178; 'z': 1.45},{'y': 0.06; 'x': 0.17; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-01_280,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -2.9742116928100586; 'x': 0.02297464944422245; 'z': 0.0016796989366412163},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.24012; 'x': 41.5194178; 'z': 1.45},{'y': 0.06; 'x': 0.17; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-01_380,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -2.9742116928100586; 'x': 0.02297464944422245; 'z': 0.0016796989366412163},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.24012; 'x': 41.5194178; 'z': 1.45},{'y': 0.06; 'x': 0.17; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-01_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -2.9742116928100586; 'x': 0.02297464944422245; 'z': 0.0016796989366412163},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401197; 'x': 41.519418; 'z': 1.46},{'y': 0.02; 'x': 0.15; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-01_580,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -2.9742116928100586; 'x': 0.02297464944422245; 'z': 0.0016796989366412163},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401197; 'x': 41.519418; 'z': 1.46},{'y': 0.02; 'x': 0.15; 'z': 0.0},189,ALT_HOLD
2017_07_18__15-21-01_680,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -2.9742116928100586; 'x': 0.02297464944422245; 'z': 0.0016796989366412163},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401197; 'x': 41.519418; 'z': 1.46},{'y': 0.02; 'x': 0.15; 'z': 0.0},189,ALT_HOLD
