time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__14-23-03_009,STANDBY,{'current': None; 'voltage': 22.24; 'level': None},0.0707106739283,{'y': -2.2231147289276123; 'x': 0.058644503355026245; 'z': 0.007204553112387657},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0707106739283,PHYS_12,{'y': -86.2406092; 'x': 41.5194005; 'z': -1.51},{'y': 0.0; 'x': -0.05; 'z': -0.07},232,STABILIZE
2017_07_18__14-23-09_109,STANDBY,{'current': None; 'voltage': 22.236; 'level': None},0.0799999982119,{'y': -2.2257094383239746; 'x': 0.0575142577290535; 'z': 0.006461428944021463},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0799999982119,PHYS_12,{'y': -86.2406106; 'x': 41.519402; 'z': -2.25},{'y': -0.03; 'x': -0.02; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-09_209,STANDBY,{'current': None; 'voltage': 22.236; 'level': None},0.0799999982119,{'y': -2.2257094383239746; 'x': 0.0575142577290535; 'z': 0.006461428944021463},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0799999982119,PHYS_12,{'y': -86.2406106; 'x': 41.519402; 'z': -2.25},{'y': -0.03; 'x': -0.02; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-09_309,STANDBY,{'current': None; 'voltage': 22.236; 'level': None},0.0799999982119,{'y': -2.2257094383239746; 'x': 0.0575142577290535; 'z': 0.006461428944021463},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0799999982119,PHYS_12,{'y': -86.2406112; 'x': 41.5194023; 'z': -2.28},{'y': -0.03; 'x': -0.03; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-09_409,STANDBY,{'current': None; 'voltage': 22.236; 'level': None},0.0799999982119,{'y': -2.2257094383239746; 'x': 0.0575142577290535; 'z': 0.006461428944021463},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0799999982119,PHYS_12,{'y': -86.2406112; 'x': 41.5194023; 'z': -2.28},{'y': -0.03; 'x': -0.03; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-09_509,STANDBY,{'current': None; 'voltage': 22.236; 'level': None},0.0640312358737,{'y': -2.225900650024414; 'x': 0.05744306743144989; 'z': 0.006410894449800253},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0640312358737,PHYS_12,{'y': -86.2406112; 'x': 41.5194023; 'z': -2.28},{'y': -0.03; 'x': -0.03; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-09_609,STANDBY,{'current': None; 'voltage': 22.242; 'level': None},0.0640312358737,{'y': -2.225900650024414; 'x': 0.05744306743144989; 'z': 0.006410894449800253},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0640312358737,PHYS_12,{'y': -86.2406112; 'x': 41.5194023; 'z': -2.28},{'y': -0.03; 'x': -0.03; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-09_709,STANDBY,{'current': None; 'voltage': 22.242; 'level': None},0.0640312358737,{'y': -2.225900650024414; 'x': 0.05744306743144989; 'z': 0.006410894449800253},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0640312358737,PHYS_12,{'y': -86.2406112; 'x': 41.5194023; 'z': -2.28},{'y': -0.03; 'x': -0.03; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-09_809,STANDBY,{'current': None; 'voltage': 22.242; 'level': None},0.0640312358737,{'y': -2.225900650024414; 'x': 0.05744306743144989; 'z': 0.006410894449800253},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0640312358737,PHYS_12,{'y': -86.2406112; 'x': 41.5194023; 'z': -2.28},{'y': -0.03; 'x': -0.03; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-09_909,STANDBY,{'current': None; 'voltage': 22.242; 'level': None},0.0640312358737,{'y': -2.225900650024414; 'x': 0.05744306743144989; 'z': 0.006410894449800253},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0640312358737,PHYS_12,{'y': -86.2406112; 'x': 41.5194023; 'z': -2.28},{'y': -0.03; 'x': -0.03; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-10_009,STANDBY,{'current': None; 'voltage': 22.242; 'level': None},0.0640312358737,{'y': -2.225900650024414; 'x': 0.05744306743144989; 'z': 0.006410894449800253},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0640312358737,PHYS_12,{'y': -86.2406112; 'x': 41.5194023; 'z': -2.28},{'y': -0.03; 'x': -0.03; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-10_109,STANDBY,{'current': None; 'voltage': 22.242; 'level': None},0.0640312358737,{'y': -2.225900650024414; 'x': 0.05744306743144989; 'z': 0.006410894449800253},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0640312358737,PHYS_12,{'y': -86.2406115; 'x': 41.5194027; 'z': -2.3},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-10_209,STANDBY,{'current': None; 'voltage': 22.242; 'level': None},0.0640312358737,{'y': -2.225900650024414; 'x': 0.05744306743144989; 'z': 0.006410894449800253},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0640312358737,PHYS_12,{'y': -86.2406115; 'x': 41.5194027; 'z': -2.3},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-10_309,STANDBY,{'current': None; 'voltage': 22.242; 'level': None},0.0447213575244,{'y': -2.226058006286621; 'x': 0.05776225030422211; 'z': 0.0064503904432058334},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0447213575244,PHYS_12,{'y': -86.2406115; 'x': 41.5194027; 'z': -2.3},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-10_409,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.0447213575244,{'y': -2.226058006286621; 'x': 0.05776225030422211; 'z': 0.0064503904432058334},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0447213575244,PHYS_12,{'y': -86.2406115; 'x': 41.5194027; 'z': -2.3},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-10_509,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.0447213575244,{'y': -2.226058006286621; 'x': 0.05776225030422211; 'z': 0.0064503904432058334},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0447213575244,PHYS_12,{'y': -86.2406115; 'x': 41.5194027; 'z': -2.3},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-10_609,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.0447213575244,{'y': -2.226058006286621; 'x': 0.05776225030422211; 'z': 0.0064503904432058334},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0447213575244,PHYS_12,{'y': -86.2406115; 'x': 41.5194027; 'z': -2.3},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-10_709,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.0447213575244,{'y': -2.226058006286621; 'x': 0.05776225030422211; 'z': 0.0064503904432058334},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0447213575244,PHYS_12,{'y': -86.2406115; 'x': 41.5194027; 'z': -2.3},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-10_809,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.0447213575244,{'y': -2.226058006286621; 'x': 0.05776225030422211; 'z': 0.0064503904432058334},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0447213575244,PHYS_12,{'y': -86.2406118; 'x': 41.519403; 'z': -2.33},{'y': -0.02; 'x': -0.03; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-10_909,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.0447213575244,{'y': -2.226058006286621; 'x': 0.05776225030422211; 'z': 0.0064503904432058334},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0447213575244,PHYS_12,{'y': -86.2406118; 'x': 41.519403; 'z': -2.33},{'y': -0.02; 'x': -0.03; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-11_009,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.0447213575244,{'y': -2.226193904876709; 'x': 0.05768720060586929; 'z': 0.006393021438270807},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0447213575244,PHYS_12,{'y': -86.2406118; 'x': 41.519403; 'z': -2.33},{'y': -0.02; 'x': -0.03; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-11_109,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.0447213575244,{'y': -2.226193904876709; 'x': 0.05768720060586929; 'z': 0.006393021438270807},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0447213575244,PHYS_12,{'y': -86.2406118; 'x': 41.519403; 'z': -2.33},{'y': -0.02; 'x': -0.03; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-11_209,STANDBY,{'current': None; 'voltage': 22.233; 'level': None},0.0538516454399,{'y': -2.226193904876709; 'x': 0.05768720060586929; 'z': 0.006393021438270807},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0538516454399,PHYS_12,{'y': -86.2406118; 'x': 41.519403; 'z': -2.33},{'y': -0.02; 'x': -0.03; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-11_309,STANDBY,{'current': None; 'voltage': 22.237; 'level': None},0.0538516454399,{'y': -2.226193904876709; 'x': 0.05768720060586929; 'z': 0.006393021438270807},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0538516454399,PHYS_12,{'y': -86.2406118; 'x': 41.519403; 'z': -2.33},{'y': -0.02; 'x': -0.03; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-11_409,STANDBY,{'current': None; 'voltage': 22.237; 'level': None},0.0538516454399,{'y': -2.226193904876709; 'x': 0.05768720060586929; 'z': 0.006393021438270807},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0538516454399,PHYS_12,{'y': -86.240612; 'x': 41.5194032; 'z': -2.35},{'y': -0.02; 'x': -0.03; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-11_509,STANDBY,{'current': None; 'voltage': 22.237; 'level': None},0.0538516454399,{'y': -2.2263031005859375; 'x': 0.05778856575489044; 'z': 0.006432083435356617},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0538516454399,PHYS_12,{'y': -86.240612; 'x': 41.5194032; 'z': -2.35},{'y': -0.02; 'x': -0.03; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-11_609,STANDBY,{'current': None; 'voltage': 22.237; 'level': None},0.019999999553,{'y': -2.2263031005859375; 'x': 0.05778856575489044; 'z': 0.006432083435356617},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.240612; 'x': 41.5194032; 'z': -2.35},{'y': -0.02; 'x': -0.03; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-11_709,STANDBY,{'current': None; 'voltage': 22.244; 'level': None},0.019999999553,{'y': -2.2263031005859375; 'x': 0.05778856575489044; 'z': 0.006432083435356617},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.240612; 'x': 41.5194032; 'z': -2.35},{'y': -0.02; 'x': -0.03; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-11_809,STANDBY,{'current': None; 'voltage': 22.244; 'level': None},0.019999999553,{'y': -2.2263031005859375; 'x': 0.05778856575489044; 'z': 0.006432083435356617},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.240612; 'x': 41.5194032; 'z': -2.35},{'y': -0.02; 'x': -0.03; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-11_909,STANDBY,{'current': None; 'voltage': 22.244; 'level': None},0.019999999553,{'y': -2.2263031005859375; 'x': 0.05778856575489044; 'z': 0.006432083435356617},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.240612; 'x': 41.5194032; 'z': -2.35},{'y': -0.02; 'x': -0.03; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-12_009,STANDBY,{'current': None; 'voltage': 22.244; 'level': None},0.019999999553,{'y': -2.2263031005859375; 'x': 0.05778856575489044; 'z': 0.006432083435356617},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.240612; 'x': 41.5194032; 'z': -2.35},{'y': -0.02; 'x': -0.03; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-12_109,STANDBY,{'current': None; 'voltage': 22.244; 'level': None},0.019999999553,{'y': -2.2263031005859375; 'x': 0.05778856575489044; 'z': 0.006432083435356617},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.2406124; 'x': 41.5194035; 'z': -2.37},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-12_220,STANDBY,{'current': None; 'voltage': 22.244; 'level': None},0.019999999553,{'y': -2.2263031005859375; 'x': 0.05778856575489044; 'z': 0.006432083435356617},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.2406124; 'x': 41.5194035; 'z': -2.37},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-12_309,STANDBY,{'current': None; 'voltage': 22.244; 'level': None},0.0223606787622,{'y': -2.2264082431793213; 'x': 0.05785403400659561; 'z': 0.0066286721266806126},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406124; 'x': 41.5194035; 'z': -2.37},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-12_409,STANDBY,{'current': None; 'voltage': 22.244; 'level': None},0.0223606787622,{'y': -2.2264082431793213; 'x': 0.05785403400659561; 'z': 0.0066286721266806126},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406124; 'x': 41.5194035; 'z': -2.37},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-12_509,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.0223606787622,{'y': -2.2264082431793213; 'x': 0.05785403400659561; 'z': 0.0066286721266806126},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406124; 'x': 41.5194035; 'z': -2.37},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-12_609,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.0223606787622,{'y': -2.2264082431793213; 'x': 0.05785403400659561; 'z': 0.0066286721266806126},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406124; 'x': 41.5194035; 'z': -2.37},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-12_709,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.0223606787622,{'y': -2.2264082431793213; 'x': 0.05785403400659561; 'z': 0.0066286721266806126},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406128; 'x': 41.5194038; 'z': -2.39},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-12_810,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.0223606787622,{'y': -2.2264082431793213; 'x': 0.05785403400659561; 'z': 0.0066286721266806126},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406128; 'x': 41.5194038; 'z': -2.39},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-12_909,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.00999999977648,{'y': -2.2265255451202393; 'x': 0.057781755924224854; 'z': 0.006631641183048487},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.00999999977648,PHYS_12,{'y': -86.2406128; 'x': 41.5194038; 'z': -2.39},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-13_009,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.00999999977648,{'y': -2.2265255451202393; 'x': 0.057781755924224854; 'z': 0.006631641183048487},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.00999999977648,PHYS_12,{'y': -86.2406128; 'x': 41.5194038; 'z': -2.39},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-13_109,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.00999999977648,{'y': -2.2265255451202393; 'x': 0.057781755924224854; 'z': 0.006631641183048487},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.00999999977648,PHYS_12,{'y': -86.2406128; 'x': 41.5194038; 'z': -2.39},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-13_209,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.00999999977648,{'y': -2.2265255451202393; 'x': 0.057781755924224854; 'z': 0.006631641183048487},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.00999999977648,PHYS_12,{'y': -86.2406128; 'x': 41.5194038; 'z': -2.39},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-13_309,STANDBY,{'current': None; 'voltage': 22.234; 'level': None},0.00999999977648,{'y': -2.2265255451202393; 'x': 0.057781755924224854; 'z': 0.006631641183048487},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.00999999977648,PHYS_12,{'y': -86.2406128; 'x': 41.5194038; 'z': -2.39},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-13_409,STANDBY,{'current': None; 'voltage': 22.232; 'level': None},0.00999999977648,{'y': -2.2265255451202393; 'x': 0.057781755924224854; 'z': 0.006631641183048487},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.00999999977648,PHYS_12,{'y': -86.2406128; 'x': 41.5194038; 'z': -2.39},{'y': -0.02; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-13_509,STANDBY,{'current': None; 'voltage': 22.232; 'level': None},0.00999999977648,{'y': -2.2265255451202393; 'x': 0.057781755924224854; 'z': 0.006631641183048487},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.00999999977648,PHYS_12,{'y': -86.2406132; 'x': 41.519404; 'z': -2.42},{'y': -0.03; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-13_609,STANDBY,{'current': None; 'voltage': 22.232; 'level': None},0.019999999553,{'y': -2.226616621017456; 'x': 0.05782519280910492; 'z': 0.006717807147651911},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.2406132; 'x': 41.519404; 'z': -2.42},{'y': -0.03; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-13_709,STANDBY,{'current': None; 'voltage': 22.232; 'level': None},0.019999999553,{'y': -2.226616621017456; 'x': 0.05782519280910492; 'z': 0.006717807147651911},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.2406132; 'x': 41.519404; 'z': -2.42},{'y': -0.03; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-13_809,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.019999999553,{'y': -2.226616621017456; 'x': 0.05782519280910492; 'z': 0.006717807147651911},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.2406132; 'x': 41.519404; 'z': -2.42},{'y': -0.03; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-13_909,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.019999999553,{'y': -2.226616621017456; 'x': 0.05782519280910492; 'z': 0.006717807147651911},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.2406132; 'x': 41.519404; 'z': -2.42},{'y': -0.03; 'x': -0.02; 'z': -0.06},232,ALT_HOLD
2017_07_18__14-23-14_009,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.019999999553,{'y': -2.226616621017456; 'x': 0.05782519280910492; 'z': 0.006717807147651911},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.2406136; 'x': 41.5194043; 'z': -2.45},{'y': -0.03; 'x': -0.02; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-14_109,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.019999999553,{'y': -2.226799488067627; 'x': 0.05779474228620529; 'z': 0.006773447152227163},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.2406136; 'x': 41.5194043; 'z': -2.45},{'y': -0.03; 'x': -0.02; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-14_209,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.019999999553,{'y': -2.226799488067627; 'x': 0.05779474228620529; 'z': 0.006773447152227163},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.019999999553,PHYS_12,{'y': -86.2406136; 'x': 41.5194043; 'z': -2.45},{'y': -0.03; 'x': -0.02; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-14_309,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.0707106739283,{'y': -2.226799488067627; 'x': 0.05779474228620529; 'z': 0.006773447152227163},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0707106739283,PHYS_12,{'y': -86.2406136; 'x': 41.5194043; 'z': -2.45},{'y': -0.03; 'x': -0.02; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-14_409,STANDBY,{'current': None; 'voltage': 22.232; 'level': None},0.0707106739283,{'y': -2.226799488067627; 'x': 0.05779474228620529; 'z': 0.006773447152227163},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0707106739283,PHYS_12,{'y': -86.2406136; 'x': 41.5194043; 'z': -2.45},{'y': -0.03; 'x': -0.02; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-14_509,STANDBY,{'current': None; 'voltage': 22.232; 'level': None},0.0707106739283,{'y': -2.226799488067627; 'x': 0.05779474228620529; 'z': 0.006773447152227163},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0707106739283,PHYS_12,{'y': -86.2406136; 'x': 41.5194043; 'z': -2.45},{'y': -0.03; 'x': -0.02; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-14_609,STANDBY,{'current': None; 'voltage': 22.232; 'level': None},0.0707106739283,{'y': -2.226799488067627; 'x': 0.05779474228620529; 'z': 0.006773447152227163},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0707106739283,PHYS_12,{'y': -86.2406136; 'x': 41.5194043; 'z': -2.45},{'y': -0.03; 'x': -0.02; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-14_709,STANDBY,{'current': None; 'voltage': 22.232; 'level': None},0.0707106739283,{'y': -2.226799488067627; 'x': 0.05779474228620529; 'z': 0.006773447152227163},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0707106739283,PHYS_12,{'y': -86.2406142; 'x': 41.5194045; 'z': -2.49},{'y': -0.04; 'x': -0.02; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-14_809,STANDBY,{'current': None; 'voltage': 22.232; 'level': None},0.00999999977648,{'y': -2.226836919784546; 'x': 0.05762138217687607; 'z': 0.0069375722669065},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.00999999977648,PHYS_12,{'y': -86.2406142; 'x': 41.5194045; 'z': -2.49},{'y': -0.04; 'x': -0.02; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-14_909,STANDBY,{'current': None; 'voltage': 22.232; 'level': None},0.00999999977648,{'y': -2.226836919784546; 'x': 0.05762138217687607; 'z': 0.0069375722669065},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.00999999977648,PHYS_12,{'y': -86.2406142; 'x': 41.5194045; 'z': -2.49},{'y': -0.04; 'x': -0.02; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-15_009,STANDBY,{'current': None; 'voltage': 22.232; 'level': None},0.00999999977648,{'y': -2.226836919784546; 'x': 0.05762138217687607; 'z': 0.0069375722669065},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.00999999977648,PHYS_12,{'y': -86.2406142; 'x': 41.5194045; 'z': -2.49},{'y': -0.04; 'x': -0.02; 'z': -0.07},232,ALT_HOLD
2017_07_18__14-23-15_109,STANDBY,{'current': None; 'voltage': 22.243; 'level': None},0.00999999977648,{'y': -2.226836919784546; 'x': 0.05762138217687607; 'z': 0.0069375722669065},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.00999999977648,PHYS_12,{'y': -86.2406142; 'x': 41.5194045; 'z': -2.49},{'y': -0.04; 'x': -0.02; 'z': -0.07},232,ALT_HOLD
