time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-24-07_820,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.131529465318,{'y': -2.9684064388275146; 'x': 0.02617846615612507; 'z': 0.00515387486666441},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.131529465318,PHYS_2,{'y': -86.2401239; 'x': 41.5194318; 'z': 0.23},{'y': 0.0; 'x': 0.1; 'z': -0.05},190,GUIDED
2017_07_18__15-24-13_819,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.100498750806,{'y': -2.960358142852783; 'x': 0.021864740177989006; 'z': 0.0031635621562600136},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.100498750806,PHYS_2,{'y': -86.240125; 'x': 41.5194333; 'z': 0.16},{'y': 0.02; 'x': 0.02; 'z': -0.03},190,GUIDED
2017_07_18__15-24-13_919,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.100498750806,{'y': -2.960358142852783; 'x': 0.021864740177989006; 'z': 0.0031635621562600136},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.100498750806,PHYS_2,{'y': -86.240125; 'x': 41.5194333; 'z': 0.16},{'y': 0.02; 'x': 0.02; 'z': -0.03},190,GUIDED
2017_07_18__15-24-14_019,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.100498750806,{'y': -2.960507869720459; 'x': 0.022167464718222618; 'z': 0.0037585506215691566},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.100498750806,PHYS_2,{'y': -86.240125; 'x': 41.5194329; 'z': 0.17},{'y': 0.0; 'x': 0.01; 'z': -0.03},190,GUIDED
2017_07_18__15-24-14_119,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.100498750806,{'y': -2.960507869720459; 'x': 0.022167464718222618; 'z': 0.0037585506215691566},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.100498750806,PHYS_2,{'y': -86.240125; 'x': 41.5194329; 'z': 0.17},{'y': 0.0; 'x': 0.01; 'z': -0.03},190,GUIDED
2017_07_18__15-24-14_219,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.100498750806,{'y': -2.960507869720459; 'x': 0.022167464718222618; 'z': 0.0037585506215691566},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.100498750806,PHYS_2,{'y': -86.240125; 'x': 41.5194329; 'z': 0.17},{'y': 0.0; 'x': 0.01; 'z': -0.03},190,GUIDED
2017_07_18__15-24-14_319,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.108166538179,{'y': -2.960507869720459; 'x': 0.022167464718222618; 'z': 0.0037585506215691566},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.108166538179,PHYS_2,{'y': -86.240125; 'x': 41.5194329; 'z': 0.17},{'y': 0.0; 'x': 0.01; 'z': -0.03},190,GUIDED
2017_07_18__15-24-14_419,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.108166538179,{'y': -2.960507869720459; 'x': 0.022167464718222618; 'z': 0.0037585506215691566},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.108166538179,PHYS_2,{'y': -86.240125; 'x': 41.5194329; 'z': 0.17},{'y': 0.0; 'x': 0.01; 'z': -0.03},190,GUIDED
2017_07_18__15-24-14_519,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.108166538179,{'y': -2.960507869720459; 'x': 0.022167464718222618; 'z': 0.0037585506215691566},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.108166538179,PHYS_2,{'y': -86.240125; 'x': 41.5194329; 'z': 0.17},{'y': 0.0; 'x': 0.01; 'z': -0.03},190,GUIDED
2017_07_18__15-24-14_619,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.108166538179,{'y': -2.960507869720459; 'x': 0.022167464718222618; 'z': 0.0037585506215691566},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.108166538179,PHYS_2,{'y': -86.240125; 'x': 41.5194329; 'z': 0.17},{'y': 0.0; 'x': 0.01; 'z': -0.03},190,GUIDED
2017_07_18__15-24-14_719,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.108166538179,{'y': -2.960507869720459; 'x': 0.022167464718222618; 'z': 0.0037585506215691566},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.108166538179,PHYS_2,{'y': -86.240125; 'x': 41.5194329; 'z': 0.17},{'y': 0.0; 'x': 0.01; 'z': -0.03},190,GUIDED
2017_07_18__15-24-14_819,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.108166538179,{'y': -2.960507869720459; 'x': 0.022167464718222618; 'z': 0.0037585506215691566},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.108166538179,PHYS_2,{'y': -86.2401246; 'x': 41.5194328; 'z': 0.17},{'y': 0.01; 'x': 0.03; 'z': -0.02},190,GUIDED
2017_07_18__15-24-14_919,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.139283880591,{'y': -2.960690975189209; 'x': 0.02300001122057438; 'z': 0.004040400497615337},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.139283880591,PHYS_2,{'y': -86.2401246; 'x': 41.5194328; 'z': 0.17},{'y': 0.01; 'x': 0.03; 'z': -0.02},190,GUIDED
2017_07_18__15-24-15_019,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.139283880591,{'y': -2.960690975189209; 'x': 0.02300001122057438; 'z': 0.004040400497615337},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.139283880591,PHYS_2,{'y': -86.2401246; 'x': 41.5194328; 'z': 0.17},{'y': 0.01; 'x': 0.03; 'z': -0.02},190,GUIDED
2017_07_18__15-24-15_119,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.139283880591,{'y': -2.960690975189209; 'x': 0.02300001122057438; 'z': 0.004040400497615337},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.139283880591,PHYS_2,{'y': -86.2401246; 'x': 41.5194328; 'z': 0.17},{'y': 0.01; 'x': 0.03; 'z': -0.02},190,GUIDED
2017_07_18__15-24-15_219,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.139283880591,{'y': -2.960690975189209; 'x': 0.02300001122057438; 'z': 0.004040400497615337},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.139283880591,PHYS_2,{'y': -86.2401246; 'x': 41.5194328; 'z': 0.17},{'y': 0.01; 'x': 0.03; 'z': -0.02},190,GUIDED
2017_07_18__15-24-15_319,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.139283880591,{'y': -2.960690975189209; 'x': 0.02300001122057438; 'z': 0.004040400497615337},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.139283880591,PHYS_2,{'y': -86.2401246; 'x': 41.5194328; 'z': 0.17},{'y': 0.01; 'x': 0.03; 'z': -0.02},190,GUIDED
2017_07_18__15-24-15_420,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.139283880591,{'y': -2.960690975189209; 'x': 0.02300001122057438; 'z': 0.004040400497615337},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.139283880591,PHYS_2,{'y': -86.2401246; 'x': 41.5194328; 'z': 0.17},{'y': 0.01; 'x': 0.03; 'z': -0.02},190,GUIDED
2017_07_18__15-24-15_519,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.139283880591,{'y': -2.960690975189209; 'x': 0.02300001122057438; 'z': 0.004040400497615337},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.139283880591,PHYS_2,{'y': -86.2401242; 'x': 41.5194322; 'z': 0.2},{'y': 0.01; 'x': 0.03; 'z': -0.02},190,GUIDED
2017_07_18__15-24-15_620,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.9608051776885986; 'x': 0.023106133565306664; 'z': 0.004238413646817207},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401242; 'x': 41.5194322; 'z': 0.2},{'y': 0.01; 'x': 0.03; 'z': -0.02},190,GUIDED
2017_07_18__15-24-15_719,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.9608051776885986; 'x': 0.023106133565306664; 'z': 0.004238413646817207},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401242; 'x': 41.5194322; 'z': 0.2},{'y': 0.01; 'x': 0.03; 'z': -0.02},190,GUIDED
2017_07_18__15-24-15_819,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.9608051776885986; 'x': 0.023106133565306664; 'z': 0.004238413646817207},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401242; 'x': 41.5194322; 'z': 0.2},{'y': 0.01; 'x': 0.03; 'z': -0.02},190,GUIDED
2017_07_18__15-24-15_919,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.9608051776885986; 'x': 0.023106133565306664; 'z': 0.004238413646817207},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401242; 'x': 41.5194322; 'z': 0.2},{'y': 0.01; 'x': 0.03; 'z': -0.02},190,GUIDED
2017_07_18__15-24-16_019,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.9608051776885986; 'x': 0.023106133565306664; 'z': 0.004238413646817207},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401236; 'x': 41.5194315; 'z': 0.2},{'y': 0.01; 'x': 0.02; 'z': -0.01},190,GUIDED
2017_07_18__15-24-16_119,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.9608051776885986; 'x': 0.023106133565306664; 'z': 0.004238413646817207},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401236; 'x': 41.5194315; 'z': 0.2},{'y': 0.01; 'x': 0.02; 'z': -0.01},190,GUIDED
2017_07_18__15-24-16_219,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -2.960916757583618; 'x': 0.023338956758379936; 'z': 0.004308540374040604},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401236; 'x': 41.5194315; 'z': 0.2},{'y': 0.01; 'x': 0.02; 'z': -0.01},190,GUIDED
2017_07_18__15-24-16_319,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0984885767102,{'y': -2.960916757583618; 'x': 0.023338956758379936; 'z': 0.004308540374040604},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0984885767102,PHYS_2,{'y': -86.2401236; 'x': 41.5194315; 'z': 0.2},{'y': 0.01; 'x': 0.02; 'z': -0.01},190,GUIDED
2017_07_18__15-24-16_419,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0984885767102,{'y': -2.960916757583618; 'x': 0.023338956758379936; 'z': 0.004308540374040604},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0984885767102,PHYS_2,{'y': -86.2401236; 'x': 41.5194315; 'z': 0.2},{'y': 0.01; 'x': 0.02; 'z': -0.01},190,GUIDED
2017_07_18__15-24-16_519,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0984885767102,{'y': -2.960916757583618; 'x': 0.023338956758379936; 'z': 0.004308540374040604},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0984885767102,PHYS_2,{'y': -86.2401236; 'x': 41.5194315; 'z': 0.2},{'y': 0.01; 'x': 0.02; 'z': -0.01},190,GUIDED
2017_07_18__15-24-16_619,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0984885767102,{'y': -2.960916757583618; 'x': 0.023338956758379936; 'z': 0.004308540374040604},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0984885767102,PHYS_2,{'y': -86.2401236; 'x': 41.5194315; 'z': 0.2},{'y': 0.01; 'x': 0.02; 'z': -0.01},190,GUIDED
2017_07_18__15-24-16_719,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0984885767102,{'y': -2.960916757583618; 'x': 0.023338956758379936; 'z': 0.004308540374040604},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0984885767102,PHYS_2,{'y': -86.2401232; 'x': 41.5194311; 'z': 0.21},{'y': 0.0; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-16_819,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0984885767102,{'y': -2.961038827896118; 'x': 0.023612840101122856; 'z': 0.004505125805735588},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0984885767102,PHYS_2,{'y': -86.2401232; 'x': 41.5194311; 'z': 0.21},{'y': 0.0; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-16_920,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0500000007451,{'y': -2.961038827896118; 'x': 0.023612840101122856; 'z': 0.004505125805735588},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0500000007451,PHYS_2,{'y': -86.2401232; 'x': 41.5194311; 'z': 0.21},{'y': 0.0; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-17_020,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0500000007451,{'y': -2.961038827896118; 'x': 0.023612840101122856; 'z': 0.004505125805735588},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0500000007451,PHYS_2,{'y': -86.2401232; 'x': 41.5194311; 'z': 0.21},{'y': 0.0; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-17_119,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0500000007451,{'y': -2.961038827896118; 'x': 0.023612840101122856; 'z': 0.004505125805735588},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0500000007451,PHYS_2,{'y': -86.2401232; 'x': 41.5194311; 'z': 0.21},{'y': 0.0; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-17_220,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0500000007451,{'y': -2.961038827896118; 'x': 0.023612840101122856; 'z': 0.004505125805735588},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0500000007451,PHYS_2,{'y': -86.2401232; 'x': 41.5194311; 'z': 0.21},{'y': 0.0; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-17_320,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0500000007451,{'y': -2.961038827896118; 'x': 0.023612840101122856; 'z': 0.004505125805735588},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0500000007451,PHYS_2,{'y': -86.2401228; 'x': 41.5194305; 'z': 0.21},{'y': 0.0; 'x': 0.02; 'z': -0.01},190,GUIDED
2017_07_18__15-24-17_419,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0500000007451,{'y': -2.961132764816284; 'x': 0.02384919486939907; 'z': 0.004576495848596096},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0500000007451,PHYS_2,{'y': -86.2401228; 'x': 41.5194305; 'z': 0.21},{'y': 0.0; 'x': 0.02; 'z': -0.01},190,GUIDED
2017_07_18__15-24-17_519,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0500000007451,{'y': -2.961132764816284; 'x': 0.02384919486939907; 'z': 0.004576495848596096},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0500000007451,PHYS_2,{'y': -86.2401228; 'x': 41.5194305; 'z': 0.21},{'y': 0.0; 'x': 0.02; 'z': -0.01},190,GUIDED
2017_07_18__15-24-17_619,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0500000007451,{'y': -2.961132764816284; 'x': 0.02384919486939907; 'z': 0.004576495848596096},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0500000007451,PHYS_2,{'y': -86.2401228; 'x': 41.5194305; 'z': 0.21},{'y': 0.0; 'x': 0.02; 'z': -0.01},190,GUIDED
2017_07_18__15-24-17_720,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0500000007451,{'y': -2.961132764816284; 'x': 0.02384919486939907; 'z': 0.004576495848596096},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0500000007451,PHYS_2,{'y': -86.2401228; 'x': 41.5194305; 'z': 0.21},{'y': 0.0; 'x': 0.02; 'z': -0.01},190,GUIDED
2017_07_18__15-24-17_819,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0500000007451,{'y': -2.961132764816284; 'x': 0.02384919486939907; 'z': 0.004576495848596096},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0500000007451,PHYS_2,{'y': -86.2401222; 'x': 41.5194298; 'z': 0.23},{'y': 0.01; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-17_919,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.9612131118774414; 'x': 0.024018200114369392; 'z': 0.004664922133088112},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401222; 'x': 41.5194298; 'z': 0.23},{'y': 0.01; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-18_019,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.9612131118774414; 'x': 0.024018200114369392; 'z': 0.004664922133088112},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401222; 'x': 41.5194298; 'z': 0.23},{'y': 0.01; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-18_119,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.9612131118774414; 'x': 0.024018200114369392; 'z': 0.004664922133088112},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401222; 'x': 41.5194298; 'z': 0.23},{'y': 0.01; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-18_219,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.9612131118774414; 'x': 0.024018200114369392; 'z': 0.004664922133088112},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401222; 'x': 41.5194298; 'z': 0.23},{'y': 0.01; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-18_320,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.9612131118774414; 'x': 0.024018200114369392; 'z': 0.004664922133088112},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401222; 'x': 41.5194298; 'z': 0.23},{'y': 0.01; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-18_419,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.9613149166107178; 'x': 0.024760840460658073; 'z': 0.004606699571013451},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401222; 'x': 41.5194298; 'z': 0.23},{'y': 0.01; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-18_519,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -2.9613149166107178; 'x': 0.024760840460658073; 'z': 0.004606699571013451},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401222; 'x': 41.5194298; 'z': 0.23},{'y': 0.01; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-18_619,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -2.9613149166107178; 'x': 0.024760840460658073; 'z': 0.004606699571013451},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401222; 'x': 41.5194298; 'z': 0.23},{'y': 0.01; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-18_719,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -2.9613149166107178; 'x': 0.024760840460658073; 'z': 0.004606699571013451},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401222; 'x': 41.5194298; 'z': 0.23},{'y': 0.01; 'x': 0.03; 'z': -0.01},190,GUIDED
2017_07_18__15-24-18_819,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -2.9613149166107178; 'x': 0.024760840460658073; 'z': 0.004606699571013451},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401212; 'x': 41.5194293; 'z': 0.28},{'y': 0.02; 'x': 0.07; 'z': 0.0},190,GUIDED
2017_07_18__15-24-18_919,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -2.9613499641418457; 'x': 0.025389114394783974; 'z': 0.004836665466427803},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401212; 'x': 41.5194293; 'z': 0.28},{'y': 0.02; 'x': 0.07; 'z': 0.0},190,GUIDED
2017_07_18__15-24-19_019,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.102956295013,{'y': -2.9613499641418457; 'x': 0.025389114394783974; 'z': 0.004836665466427803},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.102956295013,PHYS_2,{'y': -86.2401212; 'x': 41.5194293; 'z': 0.28},{'y': 0.02; 'x': 0.07; 'z': 0.0},190,GUIDED
2017_07_18__15-24-19_119,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.102956295013,{'y': -2.9613499641418457; 'x': 0.025389114394783974; 'z': 0.004836665466427803},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.102956295013,PHYS_2,{'y': -86.2401212; 'x': 41.5194293; 'z': 0.28},{'y': 0.02; 'x': 0.07; 'z': 0.0},190,GUIDED
2017_07_18__15-24-19_219,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.102956295013,{'y': -2.9613499641418457; 'x': 0.025389114394783974; 'z': 0.004836665466427803},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.102956295013,PHYS_2,{'y': -86.2401212; 'x': 41.5194293; 'z': 0.28},{'y': 0.02; 'x': 0.07; 'z': 0.0},190,GUIDED
2017_07_18__15-24-19_319,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.102956295013,{'y': -2.9613499641418457; 'x': 0.025389114394783974; 'z': 0.004836665466427803},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.102956295013,PHYS_2,{'y': -86.2401207; 'x': 41.5194289; 'z': 0.29},{'y': 0.02; 'x': 0.07; 'z': 0.0},190,GUIDED
2017_07_18__15-24-19_419,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.9614830017089844; 'x': 0.025439368560910225; 'z': 0.004710613749921322},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401207; 'x': 41.5194289; 'z': 0.29},{'y': 0.02; 'x': 0.07; 'z': 0.0},190,GUIDED
2017_07_18__15-24-19_520,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.9614830017089844; 'x': 0.025439368560910225; 'z': 0.004710613749921322},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401207; 'x': 41.5194289; 'z': 0.29},{'y': 0.02; 'x': 0.07; 'z': 0.0},190,GUIDED
2017_07_18__15-24-19_619,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.9614830017089844; 'x': 0.025439368560910225; 'z': 0.004710613749921322},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401207; 'x': 41.5194289; 'z': 0.29},{'y': 0.02; 'x': 0.07; 'z': 0.0},190,GUIDED
2017_07_18__15-24-19_719,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -2.9614830017089844; 'x': 0.025439368560910225; 'z': 0.004710613749921322},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401207; 'x': 41.5194289; 'z': 0.29},{'y': 0.02; 'x': 0.07; 'z': 0.0},190,GUIDED
