time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-04-08_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.104187250137329; 'x': 0.010233262553811073; 'z': 0.008485267870128155},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401234; 'x': 41.5194275; 'z': 0.13},{'y': 0.0; 'x': -0.02; 'z': -0.01},182,GUIDED
2017_07_18__15-04-14_669,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.102492332458496; 'x': 0.012187441810965538; 'z': 0.009583921171724796},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401244; 'x': 41.5194324; 'z': 0.11},{'y': -0.03; 'x': 0.04; 'z': -0.01},182,GUIDED
2017_07_18__15-04-14_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.102492332458496; 'x': 0.012187441810965538; 'z': 0.009583921171724796},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401244; 'x': 41.5194324; 'z': 0.11},{'y': -0.03; 'x': 0.04; 'z': -0.01},182,GUIDED
2017_07_18__15-04-14_868,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.102492332458496; 'x': 0.012187441810965538; 'z': 0.009583921171724796},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401244; 'x': 41.5194324; 'z': 0.11},{'y': -0.03; 'x': 0.04; 'z': -0.01},182,GUIDED
2017_07_18__15-04-14_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.102492332458496; 'x': 0.012187441810965538; 'z': 0.009583921171724796},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401244; 'x': 41.5194324; 'z': 0.11},{'y': -0.03; 'x': 0.04; 'z': -0.01},182,GUIDED
2017_07_18__15-04-15_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.102492332458496; 'x': 0.012187441810965538; 'z': 0.009583921171724796},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401244; 'x': 41.5194324; 'z': 0.11},{'y': -0.03; 'x': 0.04; 'z': -0.01},182,GUIDED
2017_07_18__15-04-15_168,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.102492332458496; 'x': 0.012187441810965538; 'z': 0.009583921171724796},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401244; 'x': 41.5194324; 'z': 0.11},{'y': -0.03; 'x': 0.04; 'z': -0.01},182,GUIDED
2017_07_18__15-04-15_268,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.102492332458496; 'x': 0.012187441810965538; 'z': 0.009583921171724796},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401244; 'x': 41.5194324; 'z': 0.11},{'y': -0.03; 'x': 0.04; 'z': -0.01},182,GUIDED
2017_07_18__15-04-15_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.102492332458496; 'x': 0.012187441810965538; 'z': 0.009583921171724796},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401246; 'x': 41.5194317; 'z': 0.13},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-15_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.145602196455,{'y': -3.1025588512420654; 'x': 0.01122087612748146; 'z': 0.008964520879089832},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.145602196455,PHYS_2,{'y': -86.2401246; 'x': 41.5194317; 'z': 0.13},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-15_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.145602196455,{'y': -3.1025588512420654; 'x': 0.01122087612748146; 'z': 0.008964520879089832},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.145602196455,PHYS_2,{'y': -86.2401246; 'x': 41.5194317; 'z': 0.13},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-15_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.145602196455,{'y': -3.1025588512420654; 'x': 0.01122087612748146; 'z': 0.008964520879089832},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.145602196455,PHYS_2,{'y': -86.2401246; 'x': 41.5194317; 'z': 0.13},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-15_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.145602196455,{'y': -3.1025588512420654; 'x': 0.01122087612748146; 'z': 0.008964520879089832},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.145602196455,PHYS_2,{'y': -86.2401246; 'x': 41.5194317; 'z': 0.13},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-15_868,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.145602196455,{'y': -3.1025588512420654; 'x': 0.01122087612748146; 'z': 0.008964520879089832},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.145602196455,PHYS_2,{'y': -86.2401246; 'x': 41.5194317; 'z': 0.13},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-15_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.145602196455,{'y': -3.1025588512420654; 'x': 0.01122087612748146; 'z': 0.008964520879089832},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.145602196455,PHYS_2,{'y': -86.2401246; 'x': 41.5194317; 'z': 0.13},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-16_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.145602196455,{'y': -3.1025588512420654; 'x': 0.01122087612748146; 'z': 0.008964520879089832},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.145602196455,PHYS_2,{'y': -86.2401246; 'x': 41.5194317; 'z': 0.13},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-16_168,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.145602196455,{'y': -3.1025588512420654; 'x': 0.01122087612748146; 'z': 0.008964520879089832},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.145602196455,PHYS_2,{'y': -86.2401246; 'x': 41.5194317; 'z': 0.13},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-16_268,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.145602196455,{'y': -3.1025588512420654; 'x': 0.01122087612748146; 'z': 0.008964520879089832},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.145602196455,PHYS_2,{'y': -86.2401246; 'x': 41.5194317; 'z': 0.13},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-16_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.145602196455,{'y': -3.1025588512420654; 'x': 0.01122087612748146; 'z': 0.008964520879089832},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.145602196455,PHYS_2,{'y': -86.2401246; 'x': 41.5194317; 'z': 0.13},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-16_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.145602196455,{'y': -3.1025588512420654; 'x': 0.01122087612748146; 'z': 0.008964520879089832},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.145602196455,PHYS_2,{'y': -86.2401246; 'x': 41.5194317; 'z': 0.13},{'y': -0.02; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-16_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.145602196455,{'y': -3.1025588512420654; 'x': 0.01122087612748146; 'z': 0.008964520879089832},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.145602196455,PHYS_2,{'y': -86.2401252; 'x': 41.5194307; 'z': 0.15},{'y': -0.03; 'x': -0.04; 'z': 0.0},182,GUIDED
2017_07_18__15-04-16_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.145602196455,{'y': -3.102593183517456; 'x': 0.010196300223469734; 'z': 0.008890817873179913},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.145602196455,PHYS_2,{'y': -86.2401252; 'x': 41.5194307; 'z': 0.15},{'y': -0.03; 'x': -0.04; 'z': 0.0},182,GUIDED
2017_07_18__15-04-16_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.102593183517456; 'x': 0.010196300223469734; 'z': 0.008890817873179913},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401252; 'x': 41.5194307; 'z': 0.15},{'y': -0.03; 'x': -0.04; 'z': 0.0},182,GUIDED
2017_07_18__15-04-16_868,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.102593183517456; 'x': 0.010196300223469734; 'z': 0.008890817873179913},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401252; 'x': 41.5194307; 'z': 0.15},{'y': -0.03; 'x': -0.04; 'z': 0.0},182,GUIDED
2017_07_18__15-04-16_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.102593183517456; 'x': 0.010196300223469734; 'z': 0.008890817873179913},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401252; 'x': 41.5194307; 'z': 0.15},{'y': -0.03; 'x': -0.04; 'z': 0.0},182,GUIDED
2017_07_18__15-04-17_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.102593183517456; 'x': 0.010196300223469734; 'z': 0.008890817873179913},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401252; 'x': 41.5194307; 'z': 0.15},{'y': -0.03; 'x': -0.04; 'z': 0.0},182,GUIDED
2017_07_18__15-04-17_168,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.102593183517456; 'x': 0.010196300223469734; 'z': 0.008890817873179913},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401252; 'x': 41.5194307; 'z': 0.15},{'y': -0.03; 'x': -0.04; 'z': 0.0},182,GUIDED
2017_07_18__15-04-17_268,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.102593183517456; 'x': 0.010196300223469734; 'z': 0.008890817873179913},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401254; 'x': 41.5194297; 'z': 0.17},{'y': -0.01; 'x': -0.07; 'z': 0.0},182,GUIDED
2017_07_18__15-04-17_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.35902646184,{'y': -3.102747917175293; 'x': 0.009802887216210365; 'z': 0.00836267601698637},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.35902646184,PHYS_2,{'y': -86.2401254; 'x': 41.5194297; 'z': 0.17},{'y': -0.01; 'x': -0.07; 'z': 0.0},182,GUIDED
2017_07_18__15-04-17_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.35902646184,{'y': -3.102747917175293; 'x': 0.009802887216210365; 'z': 0.00836267601698637},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.35902646184,PHYS_2,{'y': -86.2401254; 'x': 41.5194297; 'z': 0.17},{'y': -0.01; 'x': -0.07; 'z': 0.0},182,GUIDED
2017_07_18__15-04-17_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.35902646184,{'y': -3.102747917175293; 'x': 0.009802887216210365; 'z': 0.00836267601698637},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.35902646184,PHYS_2,{'y': -86.2401254; 'x': 41.5194297; 'z': 0.17},{'y': -0.01; 'x': -0.07; 'z': 0.0},182,GUIDED
2017_07_18__15-04-17_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.35902646184,{'y': -3.102747917175293; 'x': 0.009802887216210365; 'z': 0.00836267601698637},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.35902646184,PHYS_2,{'y': -86.2401254; 'x': 41.5194297; 'z': 0.17},{'y': -0.01; 'x': -0.07; 'z': 0.0},182,GUIDED
2017_07_18__15-04-17_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.35902646184,{'y': -3.102747917175293; 'x': 0.009802887216210365; 'z': 0.00836267601698637},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.35902646184,PHYS_2,{'y': -86.2401254; 'x': 41.5194297; 'z': 0.17},{'y': -0.01; 'x': -0.07; 'z': 0.0},182,GUIDED
2017_07_18__15-04-17_867,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.35902646184,{'y': -3.102747917175293; 'x': 0.009802887216210365; 'z': 0.00836267601698637},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.35902646184,PHYS_2,{'y': -86.2401254; 'x': 41.5194297; 'z': 0.17},{'y': -0.01; 'x': -0.07; 'z': 0.0},182,GUIDED
2017_07_18__15-04-17_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.35902646184,{'y': -3.102747917175293; 'x': 0.009802887216210365; 'z': 0.00836267601698637},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.35902646184,PHYS_2,{'y': -86.2401268; 'x': 41.5194294; 'z': 0.21},{'y': -0.05; 'x': -0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-04-18_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.35902646184,{'y': -3.102747917175293; 'x': 0.009802887216210365; 'z': 0.00836267601698637},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.35902646184,PHYS_2,{'y': -86.2401268; 'x': 41.5194294; 'z': 0.21},{'y': -0.05; 'x': -0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-04-18_168,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.35902646184,{'y': -3.102747917175293; 'x': 0.009802887216210365; 'z': 0.00836267601698637},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.35902646184,PHYS_2,{'y': -86.2401268; 'x': 41.5194294; 'z': 0.21},{'y': -0.05; 'x': -0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-04-18_268,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.35902646184,{'y': -3.1027209758758545; 'x': 0.010631253942847252; 'z': 0.009264514781534672},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.35902646184,PHYS_2,{'y': -86.2401268; 'x': 41.5194294; 'z': 0.21},{'y': -0.05; 'x': -0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-04-18_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.35902646184,{'y': -3.1027209758758545; 'x': 0.010631253942847252; 'z': 0.009264514781534672},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.35902646184,PHYS_2,{'y': -86.2401268; 'x': 41.5194294; 'z': 0.21},{'y': -0.05; 'x': -0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-04-18_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -3.1027209758758545; 'x': 0.010631253942847252; 'z': 0.009264514781534672},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401268; 'x': 41.5194294; 'z': 0.21},{'y': -0.05; 'x': -0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-04-18_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -3.1027209758758545; 'x': 0.010631253942847252; 'z': 0.009264514781534672},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401268; 'x': 41.5194294; 'z': 0.21},{'y': -0.05; 'x': -0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-04-18_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -3.1027209758758545; 'x': 0.010631253942847252; 'z': 0.009264514781534672},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401268; 'x': 41.5194294; 'z': 0.21},{'y': -0.05; 'x': -0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-04-18_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -3.1027209758758545; 'x': 0.010631253942847252; 'z': 0.009264514781534672},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401268; 'x': 41.5194294; 'z': 0.21},{'y': -0.05; 'x': -0.04; 'z': 0.01},182,GUIDED
2017_07_18__15-04-18_871,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -3.1027209758758545; 'x': 0.010631253942847252; 'z': 0.009264514781534672},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.240128; 'x': 41.5194292; 'z': 0.23},{'y': -0.07; 'x': -0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-04-18_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -3.1027209758758545; 'x': 0.010631253942847252; 'z': 0.009264514781534672},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.240128; 'x': 41.5194292; 'z': 0.23},{'y': -0.07; 'x': -0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-04-19_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.102874517440796; 'x': 0.010866424068808556; 'z': 0.009294669143855572},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.240128; 'x': 41.5194292; 'z': 0.23},{'y': -0.07; 'x': -0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-04-19_168,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.102874517440796; 'x': 0.010866424068808556; 'z': 0.009294669143855572},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.240128; 'x': 41.5194292; 'z': 0.23},{'y': -0.07; 'x': -0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-04-19_267,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.102874517440796; 'x': 0.010866424068808556; 'z': 0.009294669143855572},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.240128; 'x': 41.5194292; 'z': 0.23},{'y': -0.07; 'x': -0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-04-19_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.102874517440796; 'x': 0.010866424068808556; 'z': 0.009294669143855572},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.240128; 'x': 41.5194292; 'z': 0.23},{'y': -0.07; 'x': -0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-04-19_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.102874517440796; 'x': 0.010866424068808556; 'z': 0.009294669143855572},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.240128; 'x': 41.5194292; 'z': 0.23},{'y': -0.07; 'x': -0.03; 'z': 0.01},182,GUIDED
2017_07_18__15-04-19_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.102874517440796; 'x': 0.010866424068808556; 'z': 0.009294669143855572},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.240129; 'x': 41.5194287; 'z': 0.2},{'y': -0.08; 'x': -0.04; 'z': 0.0},182,GUIDED
2017_07_18__15-04-19_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.1029579639434814; 'x': 0.010696714743971825; 'z': 0.00926684308797121},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.240129; 'x': 41.5194287; 'z': 0.2},{'y': -0.08; 'x': -0.04; 'z': 0.0},182,GUIDED
2017_07_18__15-04-19_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.1029579639434814; 'x': 0.010696714743971825; 'z': 0.00926684308797121},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.240129; 'x': 41.5194287; 'z': 0.2},{'y': -0.08; 'x': -0.04; 'z': 0.0},182,GUIDED
2017_07_18__15-04-19_867,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.1029579639434814; 'x': 0.010696714743971825; 'z': 0.00926684308797121},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.240129; 'x': 41.5194287; 'z': 0.2},{'y': -0.08; 'x': -0.04; 'z': 0.0},182,GUIDED
2017_07_18__15-04-19_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.1029579639434814; 'x': 0.010696714743971825; 'z': 0.00926684308797121},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.240129; 'x': 41.5194287; 'z': 0.2},{'y': -0.08; 'x': -0.04; 'z': 0.0},182,GUIDED
2017_07_18__15-04-20_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.1029579639434814; 'x': 0.010696714743971825; 'z': 0.00926684308797121},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.240129; 'x': 41.5194287; 'z': 0.2},{'y': -0.08; 'x': -0.04; 'z': 0.0},182,GUIDED
2017_07_18__15-04-20_168,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.1029579639434814; 'x': 0.010696714743971825; 'z': 0.00926684308797121},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.240129; 'x': 41.5194287; 'z': 0.2},{'y': -0.08; 'x': -0.04; 'z': 0.0},182,GUIDED
2017_07_18__15-04-20_268,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.1029579639434814; 'x': 0.010696714743971825; 'z': 0.00926684308797121},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.2401297; 'x': 41.5194281; 'z': 0.19},{'y': -0.07; 'x': -0.05; 'z': 0.0},182,GUIDED
2017_07_18__15-04-20_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.103055477142334; 'x': 0.010577835142612457; 'z': 0.00910478737205267},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401297; 'x': 41.5194281; 'z': 0.19},{'y': -0.07; 'x': -0.05; 'z': 0.0},182,GUIDED
2017_07_18__15-04-20_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.103055477142334; 'x': 0.010577835142612457; 'z': 0.00910478737205267},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401297; 'x': 41.5194281; 'z': 0.19},{'y': -0.07; 'x': -0.05; 'z': 0.0},182,GUIDED
2017_07_18__15-04-20_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.103055477142334; 'x': 0.010577835142612457; 'z': 0.00910478737205267},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401297; 'x': 41.5194281; 'z': 0.19},{'y': -0.07; 'x': -0.05; 'z': 0.0},182,GUIDED
