time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-01-10_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.1095948219299316; 'x': 0.011131774634122849; 'z': 0.010778029449284077},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401402; 'x': 41.519432; 'z': -0.59},{'y': -0.05; 'x': 0.01; 'z': 0.0},181,GUIDED
2017_07_18__15-01-16_091,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0943398103118,{'y': -3.1081314086914062; 'x': 0.009731385856866837; 'z': 0.00949323084205389},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0943398103118,PHYS_2,{'y': -86.2401399; 'x': 41.5194331; 'z': -0.63},{'y': 0.0; 'x': 0.05; 'z': 0.0},181,GUIDED
2017_07_18__15-01-16_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.1080474853515625; 'x': 0.009472787380218506; 'z': 0.009307912550866604},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401399; 'x': 41.5194331; 'z': -0.63},{'y': 0.0; 'x': 0.05; 'z': 0.0},181,GUIDED
2017_07_18__15-01-16_291,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.1080474853515625; 'x': 0.009472787380218506; 'z': 0.009307912550866604},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401399; 'x': 41.5194331; 'z': -0.63},{'y': 0.0; 'x': 0.05; 'z': 0.0},181,GUIDED
2017_07_18__15-01-16_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.1080474853515625; 'x': 0.009472787380218506; 'z': 0.009307912550866604},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401399; 'x': 41.5194331; 'z': -0.63},{'y': 0.0; 'x': 0.05; 'z': 0.0},181,GUIDED
2017_07_18__15-01-16_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.1080474853515625; 'x': 0.009472787380218506; 'z': 0.009307912550866604},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401399; 'x': 41.5194331; 'z': -0.63},{'y': 0.0; 'x': 0.05; 'z': 0.0},181,GUIDED
2017_07_18__15-01-16_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.1080474853515625; 'x': 0.009472787380218506; 'z': 0.009307912550866604},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401399; 'x': 41.5194331; 'z': -0.63},{'y': 0.0; 'x': 0.05; 'z': 0.0},181,GUIDED
2017_07_18__15-01-16_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.1080474853515625; 'x': 0.009472787380218506; 'z': 0.009307912550866604},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401394; 'x': 41.5194335; 'z': -0.63},{'y': 0.01; 'x': 0.05; 'z': 0.01},181,GUIDED
2017_07_18__15-01-16_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -3.1080474853515625; 'x': 0.009472787380218506; 'z': 0.009307912550866604},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401394; 'x': 41.5194335; 'z': -0.63},{'y': 0.01; 'x': 0.05; 'z': 0.01},181,GUIDED
2017_07_18__15-01-16_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.107982635498047; 'x': 0.009489020332694054; 'z': 0.0091549688950181},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.2401394; 'x': 41.5194335; 'z': -0.63},{'y': 0.01; 'x': 0.05; 'z': 0.01},181,GUIDED
2017_07_18__15-01-16_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.107982635498047; 'x': 0.009489020332694054; 'z': 0.0091549688950181},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.2401394; 'x': 41.5194335; 'z': -0.63},{'y': 0.01; 'x': 0.05; 'z': 0.01},181,GUIDED
2017_07_18__15-01-17_091,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.107982635498047; 'x': 0.009489020332694054; 'z': 0.0091549688950181},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.2401394; 'x': 41.5194335; 'z': -0.63},{'y': 0.01; 'x': 0.05; 'z': 0.01},181,GUIDED
2017_07_18__15-01-17_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.107982635498047; 'x': 0.009489020332694054; 'z': 0.0091549688950181},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.2401394; 'x': 41.5194335; 'z': -0.63},{'y': 0.01; 'x': 0.05; 'z': 0.01},181,GUIDED
2017_07_18__15-01-17_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.10793399810791; 'x': 0.00931083969771862; 'z': 0.009434442035853863},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.2401393; 'x': 41.5194337; 'z': -0.6},{'y': 0.0; 'x': 0.05; 'z': 0.02},181,GUIDED
2017_07_18__15-01-17_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.10793399810791; 'x': 0.00931083969771862; 'z': 0.009434442035853863},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.2401393; 'x': 41.5194337; 'z': -0.6},{'y': 0.0; 'x': 0.05; 'z': 0.02},181,GUIDED
2017_07_18__15-01-17_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.10793399810791; 'x': 0.00931083969771862; 'z': 0.009434442035853863},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401393; 'x': 41.5194337; 'z': -0.6},{'y': 0.0; 'x': 0.05; 'z': 0.02},181,GUIDED
2017_07_18__15-01-17_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.10793399810791; 'x': 0.00931083969771862; 'z': 0.009434442035853863},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401389; 'x': 41.5194336; 'z': -0.58},{'y': 0.0; 'x': 0.03; 'z': 0.02},181,GUIDED
2017_07_18__15-01-17_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.10793399810791; 'x': 0.00931083969771862; 'z': 0.009434442035853863},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401389; 'x': 41.5194336; 'z': -0.58},{'y': 0.0; 'x': 0.03; 'z': 0.02},181,GUIDED
2017_07_18__15-01-17_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.10793399810791; 'x': 0.00931083969771862; 'z': 0.009434442035853863},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401389; 'x': 41.5194336; 'z': -0.58},{'y': 0.0; 'x': 0.03; 'z': 0.02},181,GUIDED
2017_07_18__15-01-17_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.1079063415527344; 'x': 0.00879528559744358; 'z': 0.009423374198377132},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401389; 'x': 41.5194336; 'z': -0.58},{'y': 0.0; 'x': 0.03; 'z': 0.02},181,GUIDED
2017_07_18__15-01-17_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.1079063415527344; 'x': 0.00879528559744358; 'z': 0.009423374198377132},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401389; 'x': 41.5194336; 'z': -0.58},{'y': 0.0; 'x': 0.03; 'z': 0.02},181,GUIDED
2017_07_18__15-01-18_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.1079063415527344; 'x': 0.00879528559744358; 'z': 0.009423374198377132},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401389; 'x': 41.5194336; 'z': -0.58},{'y': 0.0; 'x': 0.03; 'z': 0.02},181,GUIDED
2017_07_18__15-01-18_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.1079063415527344; 'x': 0.00879528559744358; 'z': 0.009423374198377132},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401389; 'x': 41.5194336; 'z': -0.58},{'y': 0.0; 'x': 0.03; 'z': 0.02},181,GUIDED
2017_07_18__15-01-18_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.1079063415527344; 'x': 0.00879528559744358; 'z': 0.009423374198377132},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401385; 'x': 41.5194335; 'z': -0.56},{'y': 0.01; 'x': 0.02; 'z': 0.02},181,GUIDED
2017_07_18__15-01-18_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.1077895164489746; 'x': 0.008502272889018059; 'z': 0.009436194784939289},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401385; 'x': 41.5194335; 'z': -0.56},{'y': 0.01; 'x': 0.02; 'z': 0.02},181,GUIDED
2017_07_18__15-01-18_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152970582247,{'y': -3.1077895164489746; 'x': 0.008502272889018059; 'z': 0.009436194784939289},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.152970582247,PHYS_2,{'y': -86.2401385; 'x': 41.5194335; 'z': -0.56},{'y': 0.01; 'x': 0.02; 'z': 0.02},181,GUIDED
2017_07_18__15-01-18_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152970582247,{'y': -3.1077895164489746; 'x': 0.008502272889018059; 'z': 0.009436194784939289},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.152970582247,PHYS_2,{'y': -86.2401385; 'x': 41.5194335; 'z': -0.56},{'y': 0.01; 'x': 0.02; 'z': 0.02},181,GUIDED
2017_07_18__15-01-18_691,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152970582247,{'y': -3.1079390048980713; 'x': 0.00823303498327732; 'z': 0.009070313535630703},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.152970582247,PHYS_2,{'y': -86.2401385; 'x': 41.5194335; 'z': -0.56},{'y': 0.01; 'x': 0.02; 'z': 0.02},181,GUIDED
2017_07_18__15-01-18_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152970582247,{'y': -3.1079390048980713; 'x': 0.00823303498327732; 'z': 0.009070313535630703},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.152970582247,PHYS_2,{'y': -86.2401385; 'x': 41.5194335; 'z': -0.56},{'y': 0.01; 'x': 0.02; 'z': 0.02},181,GUIDED
2017_07_18__15-01-18_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1079390048980713; 'x': 0.00823303498327732; 'z': 0.009070313535630703},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401385; 'x': 41.5194335; 'z': -0.56},{'y': 0.01; 'x': 0.02; 'z': 0.02},181,GUIDED
2017_07_18__15-01-18_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1079390048980713; 'x': 0.00823303498327732; 'z': 0.009070313535630703},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401385; 'x': 41.5194335; 'z': -0.56},{'y': 0.01; 'x': 0.02; 'z': 0.02},181,GUIDED
2017_07_18__15-01-19_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1079390048980713; 'x': 0.00823303498327732; 'z': 0.009070313535630703},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401385; 'x': 41.5194335; 'z': -0.56},{'y': 0.01; 'x': 0.02; 'z': 0.02},181,GUIDED
2017_07_18__15-01-19_194,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1079390048980713; 'x': 0.00823303498327732; 'z': 0.009070313535630703},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401369; 'x': 41.5194331; 'z': -0.55},{'y': 0.05; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-19_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.107947826385498; 'x': 0.008077837526798248; 'z': 0.008687946014106274},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401369; 'x': 41.5194331; 'z': -0.55},{'y': 0.05; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-19_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.107947826385498; 'x': 0.008077837526798248; 'z': 0.008687946014106274},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401369; 'x': 41.5194331; 'z': -0.55},{'y': 0.05; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-19_491,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.107947826385498; 'x': 0.008077837526798248; 'z': 0.008687946014106274},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401369; 'x': 41.5194331; 'z': -0.55},{'y': 0.05; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-19_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.107947826385498; 'x': 0.008077837526798248; 'z': 0.008687946014106274},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401364; 'x': 41.5194329; 'z': -0.55},{'y': 0.05; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-19_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.1078238487243652; 'x': 0.007923806086182594; 'z': 0.008874875493347645},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401364; 'x': 41.5194329; 'z': -0.55},{'y': 0.05; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-19_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.1078238487243652; 'x': 0.007923806086182594; 'z': 0.008874875493347645},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401364; 'x': 41.5194329; 'z': -0.55},{'y': 0.05; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-19_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1078238487243652; 'x': 0.007923806086182594; 'z': 0.008874875493347645},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401364; 'x': 41.5194329; 'z': -0.55},{'y': 0.05; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-19_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1078238487243652; 'x': 0.007923806086182594; 'z': 0.008874875493347645},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401364; 'x': 41.5194329; 'z': -0.55},{'y': 0.05; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-20_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1078238487243652; 'x': 0.007923806086182594; 'z': 0.008874875493347645},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401364; 'x': 41.5194329; 'z': -0.55},{'y': 0.05; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-20_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1078238487243652; 'x': 0.007923806086182594; 'z': 0.008874875493347645},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401361; 'x': 41.5194329; 'z': -0.55},{'y': 0.04; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-20_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10000000149,{'y': -3.1078338623046875; 'x': 0.007928524166345596; 'z': 0.009264000691473484},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10000000149,PHYS_2,{'y': -86.2401361; 'x': 41.5194329; 'z': -0.55},{'y': 0.04; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-20_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10000000149,{'y': -3.1078338623046875; 'x': 0.007928524166345596; 'z': 0.009264000691473484},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10000000149,PHYS_2,{'y': -86.2401361; 'x': 41.5194329; 'z': -0.55},{'y': 0.04; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-20_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10000000149,{'y': -3.1078338623046875; 'x': 0.007928524166345596; 'z': 0.009264000691473484},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.10000000149,PHYS_2,{'y': -86.2401358; 'x': 41.5194329; 'z': -0.55},{'y': 0.03; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-20_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152315467596,{'y': -3.1077804565429688; 'x': 0.008081221953034401; 'z': 0.009570418857038021},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.152315467596,PHYS_2,{'y': -86.2401358; 'x': 41.5194329; 'z': -0.55},{'y': 0.03; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-20_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152315467596,{'y': -3.1077804565429688; 'x': 0.008081221953034401; 'z': 0.009570418857038021},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.152315467596,PHYS_2,{'y': -86.2401358; 'x': 41.5194329; 'z': -0.55},{'y': 0.03; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-20_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152315467596,{'y': -3.1077804565429688; 'x': 0.008081221953034401; 'z': 0.009570418857038021},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.152315467596,PHYS_2,{'y': -86.2401358; 'x': 41.5194329; 'z': -0.55},{'y': 0.03; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-20_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152315467596,{'y': -3.1077804565429688; 'x': 0.008081221953034401; 'z': 0.009570418857038021},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.152315467596,PHYS_2,{'y': -86.2401358; 'x': 41.5194329; 'z': -0.55},{'y': 0.03; 'x': 0.0; 'z': 0.02},181,GUIDED
2017_07_18__15-01-20_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152315467596,{'y': -3.1077804565429688; 'x': 0.008081221953034401; 'z': 0.009570418857038021},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.152315467596,PHYS_2,{'y': -86.2401357; 'x': 41.519433; 'z': -0.55},{'y': 0.02; 'x': 0.01; 'z': 0.02},181,GUIDED
2017_07_18__15-01-21_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.152315467596,{'y': -3.1077804565429688; 'x': 0.008081221953034401; 'z': 0.009570418857038021},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.152315467596,PHYS_2,{'y': -86.2401357; 'x': 41.519433; 'z': -0.55},{'y': 0.02; 'x': 0.01; 'z': 0.02},181,GUIDED
2017_07_18__15-01-21_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.107680559158325; 'x': 0.008315939456224442; 'z': 0.009901047684252262},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401357; 'x': 41.519433; 'z': -0.55},{'y': 0.02; 'x': 0.01; 'z': 0.02},181,GUIDED
2017_07_18__15-01-21_291,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.107680559158325; 'x': 0.008315939456224442; 'z': 0.009901047684252262},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401357; 'x': 41.519433; 'z': -0.55},{'y': 0.02; 'x': 0.01; 'z': 0.02},181,GUIDED
2017_07_18__15-01-21_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.107680559158325; 'x': 0.008315939456224442; 'z': 0.009901047684252262},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401357; 'x': 41.519433; 'z': -0.55},{'y': 0.02; 'x': 0.01; 'z': 0.02},181,GUIDED
2017_07_18__15-01-21_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.107680559158325; 'x': 0.008315939456224442; 'z': 0.009901047684252262},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401357; 'x': 41.519433; 'z': -0.55},{'y': 0.02; 'x': 0.01; 'z': 0.02},181,GUIDED
2017_07_18__15-01-21_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.107680559158325; 'x': 0.008315939456224442; 'z': 0.009901047684252262},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401357; 'x': 41.519433; 'z': -0.55},{'y': 0.02; 'x': 0.01; 'z': 0.02},181,GUIDED
2017_07_18__15-01-21_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.076157733798,{'y': -3.107680559158325; 'x': 0.008315939456224442; 'z': 0.009901047684252262},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.076157733798,PHYS_2,{'y': -86.2401354; 'x': 41.519433; 'z': -0.55},{'y': 0.02; 'x': 0.01; 'z': 0.02},181,GUIDED
2017_07_18__15-01-21_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -3.1076388359069824; 'x': 0.008288247510790825; 'z': 0.00991931650787592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401354; 'x': 41.519433; 'z': -0.55},{'y': 0.02; 'x': 0.01; 'z': 0.02},181,GUIDED
2017_07_18__15-01-21_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -3.1076388359069824; 'x': 0.008288247510790825; 'z': 0.00991931650787592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401354; 'x': 41.519433; 'z': -0.55},{'y': 0.02; 'x': 0.01; 'z': 0.02},181,GUIDED
2017_07_18__15-01-21_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -3.1076388359069824; 'x': 0.008288247510790825; 'z': 0.00991931650787592},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401354; 'x': 41.519433; 'z': -0.55},{'y': 0.02; 'x': 0.01; 'z': 0.02},181,GUIDED
